entrezgene,Components
23082,2
6001,2
84280,2
133,2
27315,2
8525,2
10480,2
5795,2
79096,2
84364,2
92105,2
5058,2
54970,2
472,2
6768,2
10525,2
9219,2
51524,2
6094,2
932,2
9651,2
79869,2
9538,2
51092,2
6876,2
149986,2
83706,2
740,2
2197,2
6911,2
5531,2
226,2
55002,2
219854,2
26524,2
10284,2
57536,2
4253,2
27250,2
64407,2
54545,2
22948,2
1737,2
55216,2
26521,2
3606,2
5305,2
51232,2
196383,2
7316,2
25819,2
55768,2
288,2
196463,2
9231,2
283635,2
2132,2
63894,2
8872,2
152485,2
4306,2
27287,2
291,2
26278,2
143384,2
130340,2
9910,2
150776,2
57724,2
9050,2
498,2
5163,2
83439,2
127933,2
284309,2
55301,2
9397,2
152137,2
678,2
165530,2
53918,2
56978,2
5884,2
9412,2
6728,2
9425,2
23589,2
64682,2
831,2
8467,2
3192,2
5903,2
4929,2
51571,2
22878,2
79888,2
124402,2
3621,2
22934,2
55625,2
221895,2
80790,2
9320,2
79047,2
255231,2
140890,2
1105,2
8526,2
124540,2
55364,2
404550,2
56172,2
64221,2
84897,2
54463,2
9868,2
26207,2
200014,2
79705,2
252969,2
91694,2
57630,2
518,2
10950,2
54149,2
522,2
7508,2
285381,2
65258,2
7566,2
7071,2
51582,2
528,2
55326,2
401647,2
152992,2
29761,2
388272,2
389,2
1622,2
84365,2
9056,2
9337,2
118788,2
7273,2
56254,2
133522,2
5922,2
6503,2
7411,2
116442,2
2776,2
128338,2
123720,2
10694,2
56911,2
571,2
7102,2
57466,2
9556,2
122402,2
7381,2
5521,2
6156,2
159090,2
3098,2
25921,2
60685,2
23522,2
80223,2
78994,2
64319,2
23355,2
93010,2
5147,2
1974,2
51738,2
6396,2
9941,2
55707,2
23648,2
57798,2
6483,2
115817,2
54778,2
10311,2
3772,2
2078,2
90139,2
124565,2
84255,2
150946,2
9364,2
11079,2
6497,2
26119,2
5051,2
9577,2
127262,2
55113,2
2140,2
22808,2
10163,2
388591,2
8450,2
26053,2
3017,2
129531,2
9669,2
23382,2
9825,2
653361,2
124245,2
56946,2
137964,2
8407,2
2005,2
85414,2
978,2
65018,2
8703,2
2039,2
64760,2
4720,2
2207,2
4359,2
3455,2
124995,2
3460,2
714,2
11267,2
873,2
70,2
23515,2
5763,2
23569,2
51094,2
51706,2
5710,2
5692,2
7832,2
3099,2
57519,2
267,2
266747,2
89970,2
149483,2
1636,2
1487,2
51673,2
9114,2
57732,2
146206,2
29,2
203260,2
2909,2
79140,2
55108,2
29101,2
118424,2
149076,2
27151,2
2063,2
9619,2
23076,2
8566,2
2539,2
1476,2
7109,2
3689,2
5900,2
84221,2
54058,2
125875,2
11182,2
126526,2
92799,2
29941,2
84446,2
57551,2
9442,2
23387,2
120425,2
6294,2
51043,2
6464,2
3570,2
200186,2
55129,2
2224,2
10712,2
79957,2
11243,2
4000,2
151903,2
56893,2
4634,2
221908,2
3101,2
9592,2
10898,2
4796,2
9684,2
84988,2
54784,2
8878,2
222236,2
126321,2
1857,2
199746,2
57125,2
93210,2
29115,2
5635,2
6427,2
55260,2
3678,2
400709,2
113026,2
91010,2
29127,2
160622,2
340205,2
221442,2
388325,2
339123,2
90864,2
51005,2
7627,2
10825,2
51035,2
10629,2
6811,2
283130,2
84447,2
7542,2
8986,2
23358,2
10691,2
3716,2
84328,2
374946,2
7805,2
553115,2
5928,2
55450,2
249,2
54587,2
1953,2
114803,2
83941,2
7398,2
8880,2
91624,2
2634,2
127002,2
2672,2
10092,2
84838,2
2215,2
64783,2
148362,2
51205,2
163882,2
129285,2
165140,2
9261,2
80232,2
5194,2
129450,2
130814,2
3020,2
10611,2
1520,2
79626,2
388695,2
6944,2
55677,2
10602,2
6282,2
90957,2
9938,2
6280,2
6283,2
118429,2
8545,2
10654,2
90780,2
56983,2
476,2
6565,2
317649,2
80128,2
10109,2
7203,2
6746,2
64320,2
27148,2
64343,2
50852,2
201595,2
8802,2
4332,2
3428,2
9447,2
23429,2
151987,2
23001,2
9861,2
152926,2
78987,2
23350,2
64419,2
151613,2
2919,2
25898,2
2992,2
6259,2
54861,2
130557,2
151056,2
51304,2
113444,2
5437,2
6184,2
8314,2
7086,2
5580,2
51460,2
26354,2
55193,2
4043,2
165918,2
54965,2
166929,2
3015,2
10424,2
84126,2
327,2
80167,2
23132,2
51368,2
401152,2
3148,2
308,2
51313,2
27236,2
6059,2
11157,2
4338,2
25836,2
91137,2
133619,2
836,2
51752,2
57587,2
167153,2
134510,2
10370,2
134957,2
221476,2
10466,2
10569,2
285613,2
7559,2
222962,2
1278,2
25798,2
1508,2
23514,2
115330,2
79778,2
83590,2
1345,2
7534,2
55656,2
25962,2
9897,2
157378,2
6850,2
4783,2
55798,2
137835,2
138050,2
80318,2
55582,2
3190,2
203286,2
2203,2
1536,2
58526,2
654817,2
158401,2
55342,2
26130,2
84270,2
538,2
7415,2
254065,2
203522,2
171546,2
10910,2
2957,2
221035,2
221154,2
6166,2
11067,2
7570,2
9147,2
84881,2
509,2
23172,2
169714,2
10935,2
27069,2
6621,2
9790,2
65991,2
57447,2
55701,2
51222,2
840,2
6297,2
53349,2
122961,2
120071,2
5702,2
53981,2
79789,2
56935,2
79101,2
255394,2
83700,2
51762,2
2200,2
29117,2
1152,2
8539,2
9221,2
9318,2
8879,2
10576,2
25820,2
3611,2
6881,2
1200,2
118490,2
9710,2
79608,2
3419,2
254225,2
54495,2
7465,2
5598,2
5579,2
7551,2
57494,2
7084,2
23423,2
90701,2
201161,2
7184,2
10904,2
567,2
113201,2
164,2
9665,2
5479,2
290,2
54386,2
10845,2
9880,2
4665,2
219988,2
54893,2
7529,2
81628,2
58475,2
23582,2
91433,2
10982,2
59271,2
4141,2
114785,2
2923,2
7008,2
5090,2
5245,2
6632,2
399665,2
80221,2
81605,2
51148,2
56905,2
6668,2
10229,2
124460,2
257160,2
51755,2
64174,2
10632,2
146705,2
64122,2
112476,2
7769,2
9726,2
762,2
7171,2
4218,2
90007,2
126306,2
55295,2
54815,2
29123,2
147011,2
121274,2
784,2
147015,2
8085,2
84940,2
7846,2
84790,2
55762,2
148137,2
29785,2
84807,2
114823,2
10653,2
90522,2
1613,2
10036,2
80700,2
84717,2
729359,2
10501,2
55311,2
113655,2
124935,2
83547,2
84798,2
79003,2
10871,2
11314,2
283987,2
10476,2
92162,2
90850,2
64223,2
1877,2
197358,2
54949,2
1642,2
55048,2
220001,2
5436,2
6520,2
144097,2
26005,2
9881,2
3921,2
1499,2
8772,2
4054,2
116071,2
7536,2
5871,2
283234,2
5049,2
55209,2
114990,2
93487,2
3516,2
55788,2
5729,2
125488,2
7266,2
4247,2
27249,2
5162,2
3660,2
1524,2
378,2
4735,2
197259,2
55159,2
10963,2
11031,2
11273,2
661,2
347735,2
1281,2
90204,2
8313,2
4725,2
157638,2
29100,2
10768,2
54910,2
2948,2
9925,2
6645,2
27065,2
10713,2
129303,2
10791,2
57507,2
10251,2
153241,2
3965,2
8681,2
27036,2
521,2
5604,2
3667,2
4204,2
65110,2
79663,2
8623,2
113189,2
22809,2
7336,2
27301,2
10421,2
10960,2
53917,2
27166,2
3627,2
23117,2
65008,2
55276,2
8738,2
5724,2
5780,2
83877,2
25932,2
9839,2
283899,2
23119,2
2815,2
7555,2
5986,2
51181,2
202018,2
7360,2
3185,2
3684,2
163590,2
8019,2
131616,2
10746,2
4648,2
1107,2
7532,2
10477,2
58485,2
9196,2
7324,2
220988,2
23235,2
84640,2
55031,2
2720,2
152189,2
11337,2
9482,2
4798,2
10972,2
285966,2
7779,2
196410,2
3035,2
929,2
57148,2
9963,2
140807,2
23204,2
133418,2
134492,2
26145,2
3308,2
28991,2
83787,2
80196,2
98,2
11214,2
79145,2
94031,2
25948,2
27258,2
9778,2
79188,2
6203,2
90338,2
1901,2
286046,2
2358,2
2357,2
9637,2
4534,2
55006,2
3643,2
55669,2
155038,2
5581,2
84522,2
79095,2
203245,2
55636,2
65989,2
147179,2
26156,2
5481,2
2110,2
5734,2
6902,2
5356,2
171558,2
2186,2
284307,2
57449,2
55729,2
6919,2
3960,2
83695,2
51112,2
719,2
5728,2
6201,2
7764,2
126410,2
83452,2
7064,2
126308,2
10201,2
6641,2
10892,2
64581,2
253782,2
3603,2
2783,2
84331,2
7572,2
9158,2
57571,2
54971,2
5499,2
118487,2
5883,2
253725,2
80194,2
64393,2
90288,2
339122,2
167227,2
5916,2
54961,2
8824,2
3849,2
285268,2
4615,2
9943,2
23133,2
10524,2
283450,2
55731,2
10855,2
3310,2
51504,2
4580,2
165631,2
9657,2
56834,2
653784,2
8658,2
713,2
712,2
1605,2
51126,2
10534,2
5797,2
7423,2
92597,2
90441,2
1106,2
78999,2
6573,2
7388,2
1964,2
5707,2
57493,2
3267,2
3728,2
10209,2
1263,2
162466,2
26996,2
83759,2
84833,2
152002,2
9973,2
84984,2
2787,2
253512,2
8722,2
6403,2
23269,2
54872,2
5306,2
9416,2
741,2
8711,2
488,2
246330,2
339855,2
3177,2
153339,2
25855,2
6731,2
9610,2
152815,2
57124,2
254263,2
171389,2
126328,2
51319,2
81876,2
81490,2
170506,2
64837,2
1488,2
125144,2
1674,2
55690,2
65108,2
55486,2
10540,2
10106,2
27257,2
8815,2
56674,2
8665,2
285598,2
1212,2
4023,2
9092,2
55844,2
79772,2
57804,2
126364,2
10008,2
144245,2
100128782,2
6199,2
146691,2
22877,2
54998,2
158135,2
23399,2
202309,2
10458,2
84747,2
84617,2
1479,2
79643,2
55254,2
55346,2
284001,2
664,2
339344,2
29882,2
6051,2
56888,2
283377,2
254531,2
28232,2
284346,2
112869,2
653583,2
205717,2
100128398,2
84002,2
51320,2
80230,2
9240,2
23625,2
6470,2
9632,2
10522,2
345778,2
283232,2
5426,2
391,2
6888,2
8408,2
374907,2
493829,2
253461,2
3090,2
100049716,2
7182,2
10425,2
10009,2
79751,2
79874,2
9332,2
55367,2
2629,2
28976,2
977,2
5441,2
389289,2
9772,2
2314,2
6666,2
648987,2
9849,2
2885,2
7334,2
6232,2
55272,2
440836,2
3615,2
259173,2
25915,2
83983,2
85460,2
25970,2
340152,2
143888,2
8834,2
221294,2
84987,2
54681,2
196403,2
8225,2
2081,2
2907,2
57184,2
54512,2
147991,2
6879,2
51341,2
7284,2
55030,2
93621,2
5187,2
55095,2
80153,2
144348,2
811,2
79730,2
255520,2
645212,2
81858,2
144132,2
79571,2
161882,2
247,2
100128927,2
729614,2
91663,2
9792,2
644997,2
163732,2
22864,2
22928,2
147808,2
10194,2
284273,2
197407,2
284417,2
255043,2
223082,2
124808,2
2535,2
3059,2
23060,2
8334,2
84333,2
55432,2
404201,2
124961,2
5464,2
6748,2
23513,2
23510,2
55783,2
286077,2
90843,2
79147,2
126003,2
284129,2
2149,2
5430,2
23401,2
91351,2
168544,2
57621,2
79777,2
6448,2
399664,2
286128,2
285973,2
26137,2
57463,2
22820,2
768211,2
64864,2
55343,2
201633,2
10193,2
64963,2
3418,2
84629,2
11022,2
9798,2
64764,2
348378,2
23641,2
81532,2
10159,2
338707,2
147650,2
26233,2
122553,2
55666,2
128553,2
23265,2
654816,2
439921,2
3985,2
84975,2
55256,2
6304,2
1436,2
7267,2
302,2
440104,2
55794,2
29035,2
79087,2
8241,2
222487,2
28970,2
80254,2
2130,2
10473,2
25904,2
9112,2
124976,2
199675,2
18,2
57118,2
145748,2
2621,2
57596,2
338773,2
10856,2
84536,2
754,2
51428,2
9403,2
202243,2
158358,2
2275,2
126075,2
10946,2
220929,2
64410,2
10189,2
23585,2
430,2
23466,2
83999,2
150209,2
389677,2
1233,2
114781,2
10766,2
387893,2
6525,2
28958,2
71,2
55803,2
7122,2
8508,2
79640,2
11066,2
5463,2
1435,2
8398,2
26039,2
116447,2
9276,2
253769,2
10587,2
4303,2
11156,2
1850,2
8349,2
5413,2
56478,2
55911,2
54732,2
93517,2
8971,2
375287,2
6612,2
752,2
391356,2
286256,2
146198,2
113277,2
10572,2
140707,2
22888,2
23764,2
2972,2
10509,2
338440,2
11124,2
5813,2
114659,2
317781,2
59307,2
340371,2
10581,2
353274,2
9230,2
7625,2
283991,2
8651,2
10634,2
5892,2
51263,2
246329,2
4582,2
3665,2
26013,2
256329,2
6667,2
5034,2
5719,2
5087,2
677,2
7332,2
54014,2
79842,2
51479,2
253943,2
79943,2
10933,2
79581,2
51227,2
10134,2
2124,2
8519,2
3916,2
283897,2
200942,2
5727,2
10308,2
8660,2
23299,2
146722,2
3852,2
54103,2
338657,2
283149,2
51082,2
146909,2
84937,2
64757,2
64222,2
5501,2
6256,2
342510,2
3840,2
6228,2
54331,2
3638,2
257106,2
114826,2
23131,2
56971,2
221491,2
84981,2
11104,2
8372,2
11006,2
10614,2
3861,2
23275,2
8784,2
23390,2
55893,2
83715,2
51259,2
91582,2
5333,2
4673,2
353514,2
152100,2
23270,2
4059,2
222194,2
11261,2
7100,2
7874,2
84069,2
54932,2
84281,2
2175,2
8632,2
7621,2
64170,2
375033,2
347454,2
116224,2
729956,2
339451,2
285093,2
285852,2
6300,2
375790,2
376940,2
389541,2
5575,2
390927,2
10383,2
643338,2
285180,2
374872,2
5359,2
388228,2
2963,2
5133,2
6402,2
389792,2
284325,2
348645,2
3040,2
4077,2
1806,2
375743,2
29780,2
113763,2
10811,2
199953,2
441168,2
85302,2
339287,2
120892,2
401494,2
158293,2
26155,2
283219,2
4697,2
9516,2
23450,2
388552,2
51155,2
55629,2
2272,2
9679,2
728661,2
165186,2
3146,2
8510,2
9437,2
3556,2
23424,2
653319,2
6275,2
25894,2
83931,2
64218,2
441191,2
63939,2
203068,2
6829,2
51427,2
5478,2
84278,2
9883,2
29068,2
55340,2
1604,2
79754,2
51466,2
2547,2
9819,2
440348,2
27153,2
140680,2
9612,2
6817,2
55660,2
54834,2
51434,2
27010,2
54785,2
4122,2
4311,2
8912,2
55959,2
3048,2
23654,2
57591,2
100287569,2
57473,2
4763,2
1612,2
2760,2
388796,2
29966,2
64771,2
10865,2
9260,2
2316,2
307,2
11152,2
51108,2
57541,2
309,2
2764,2
284266,2
4097,2
3482,2
79690,2
5094,2
6714,2
399909,2
27044,2
5718,2
400931,2
140688,2
23061,2
5265,2
64499,2
2961,2
8831,2
84301,2
6840,2
51592,2
136051,2
6584,2
3064,2
4217,2
3182,2
50861,2
89887,2
142678,2
4644,2
10533,2
26037,2
11147,2
84188,2
65250,2
4624,2
56882,2
219972,2
5660,2
6281,2
79892,2
23315,2
55924,2
8733,2
81553,2
23303,2
85236,2
30001,2
5336,2
6277,2
7675,2
9019,2
8227,2
283420,2
63925,2
54708,2
9814,2
4151,2
161145,2
54989,2
57708,2
10905,2
51170,2
23334,2
1438,2
11325,2
6147,2
55315,2
89894,2
439,2
200734,2
11060,2
50618,2
10724,2
7296,2
7169,2
642946,2
83699,2
7975,2
339541,2
7919,2
11177,2
6262,2
801,2
338811,2
4541,2
4513,2
10455,2
374877,2
4519,2
8861,2
2153,2
22834,2
6526,2
63906,2
4536,2
4540,2
4512,2
4860,2
22887,2
140467,2
283489,2
3151,2
51465,2
4537,2
51714,2
916,2
58505,2
91300,2
4538,2
4535,2
149345,2
830,2
4508,2
221002,2
6170,2
4514,2
4668,2
9867,2
259230,2
64423,2
116228,2
1378,2
2214,2
2664,2
54923,2
85026,2
90196,2
2681,2
55219,2
6257,2
6046,2
5696,2
3122,2
5089,2
10554,2
80863,2
1797,2
7936,2
4758,2
50854,2
3304,2
3303,2
55777,2
80739,2
7918,2
57827,2
7917,2
7916,2
199,2
4795,2
730051,2
100507436,2
390980,2
3107,2
54535,2
221545,2
23,2
80742,2
11025,2
780,2
3133,2
6992,2
3135,2
3134,2
84335,2
6311,2
1639,2
79600,2
3104,2
57126,2
84501,2
100506736,2
55851,2
5699,2
1874,2
6643,2
9289,2
10527,2
57139,2
7114,2
1375,2
162073,2
79958,2
285636,2
100131017,2
3039,2
3042,2
57194,2
253018,2
3105,2
23243,2
440944,2
2878,2
22908,2
7247,2
55652,2
163154,2
338799,2
727800,2
4539,2
51157,2
81856,2
11116,2
22828,2
25790,2
286827,2
10962,2
9311,2
170575,2
6827,2
4056,2
51239,2
2946,2
84342,2
3931,2
10011,2
7416,2
3073,2
5500,2
63940,2
27040,2
51517,2
1192,2
23564,2
6235,2
65996,2
22914,2
56413,2
1454,2
10379,2
2592,2
2595,2
26140,2
29803,2
8904,2
339231,2
26292,2
220729,2
79729,2
255809,2
441272,2
440503,2
51400,2
414152,2
221092,2
84820,2
219537,2
401247,2
283551,2
285830,2
125150,2
79680,2
678655,2
84461,2
137886,2
60493,2
1654,2
4636,2
284837,2
286554,2
56900,2
8718,2
606495,2
219293,2
51025,2
163033,2
55672,2
375190,2
645191,2
6844,2
5534,2
2189,2
1052,2
23467,2
5520,2
53822,2
7311,2
149478,2
112597,2
3045,2
642852,2
401577,2
254099,2
441307,2
3115,2
100874055,2
100996485,2
92340,2
100505696,2
401399,2
554203,2
100288778,2
728763,2
440498,2
253039,2
4049,2
100505746,2
56967,2
57212,2
113178,2
4050,2
4509,2
100128731,2
400946,2
6171,2
100507347,2
3128,2
197135,2
100131801,2
104169671,2
114796,2
3281,2
3113,2
378805,2
51372,2
28985,2
388789,2
389813,2
100505771,2
100128420,2
645528,2
388564,2
171523,2
100129482,2
101927015,2
8629,2
3106,2
266655,2
388588,2
90673,2
92249,2
643733,2
100874058,2
9278,2
728658,2
54753,2
220930,2
91368,2
100506334,2
103352539,2
343171,2
81567,2
352954,2
8742,2
51373,2
1668,2
51608,2
23547,2
11027,2
5698,2
257068,2
4282,2
221078,2
9936,2
10093,2
80301,2
541565,2
26286,2
9907,2
9553,2
57553,2
101929054,2
11230,2
154881,2
401115,2
24142,2
105375355,2
4831,2
3139,2
64968,2
1650,2
5032,2
10137,2
79168,2
91179,2
10443,2
729678,2
100130231,2
92285,2
1050,2
641638,2
644873,2
339988,2
283575,2
55766,2
100289274,2
729082,2
11344,2
100507602,2
285505,2
25864,2
342184,2
23354,2
10016,2
25907,2
374887,2
255403,2
389203,2
400916,2
2738,2
168455,2
100507316,2
4067,2
100049587,2
728975,2
692247,2
84769,2
55845,2
23741,2
8843,2
401258,2
1519,2
84334,2
85027,2
11232,2
100462977,2
57189,2
26065,2
283948,2
283459,2
8972,2
91612,2
283624,2
102724190,2
100134229,2
105371414,2
197187,2
115804232,2
283932,2
9236,2
83481,2
100507290,2
5175,2
100128881,2
100506060,2
8139,2
6182,2
2969,2
10780,2
9641,2
4622,2
9939,2
101929693,2
9554,2
57597,2
92335,2
8031,2
339201,2
147727,2
400617,2
148046,2
7767,2
390937,2
326342,2
8517,2
84548,2
112398,2
101927837,2
152217,2
728841,2
8148,2
100463482,2
284021,2
101929623,2
11068,2
11165,2
9757,2
100101267,2
8447,2
202781,2
54883,2
23191,2
4302,2
57223,2
26574,2
114791,2
102724594,2
29128,2
414062,2
4747,2
5691,2
80179,2
84311,2
100859930,2
401561,2
283267,2
359809,2
100289097,2
101926918,2
9997,2
100130520,2
101928143,2
55056,2
285074,2
55732,3
2268,3
2519,3
81887,3
22875,3
889,3
9957,3
26,3
8379,3
79007,3
57679,3
843,3
8837,3
10181,3
23098,3
84254,3
10165,3
7982,3
6521,3
8935,3
3980,3
57019,3
80256,3
5577,3
10943,3
84058,3
54677,3
5164,3
3675,3
7543,3
3920,3
3674,3
51573,3
163,3
10127,3
4293,3
5898,3
80853,3
55001,3
57157,3
9855,3
79017,3
3475,3
1352,3
79602,3
57787,3
90273,3
5048,3
8522,3
79090,3
54879,3
8277,3
9254,3
8938,3
29116,3
3720,3
65220,3
9940,3
9265,3
53616,3
9043,3
1951,3
84954,3
4257,3
4784,3
6482,3
64386,3
7095,3
7812,3
9690,3
51513,3
51603,3
7756,3
928,3
25900,3
2696,3
23166,3
695,3
22955,3
11313,3
55727,3
54903,3
51099,3
54799,3
5725,3
5286,3
54443,3
8491,3
933,3
2137,3
60481,3
240,3
57658,3
112611,3
1195,3
55703,3
1774,3
1663,3
10460,3
23649,3
23144,3
7454,3
9782,3
55830,3
10928,3
6556,3
25937,3
23187,3
4331,3
23034,3
1992,3
55655,3
57210,3
9921,3
330,3
11215,3
51022,3
23304,3
3298,3
10062,3
10953,3
23633,3
960,3
3755,3
4285,3
3459,3
7133,3
5452,3
65980,3
55334,3
286,3
51106,3
22807,3
55166,3
5926,3
7260,3
10908,3
56052,3
10061,3
54480,3
9846,3
9497,3
321,3
5606,3
9168,3
28990,3
11345,3
84908,3
23604,3
8439,3
159,3
7077,3
9172,3
26009,3
2324,3
259282,3
27430,3
23274,3
4481,3
9765,3
54896,3
65078,3
10039,3
90326,3
55775,3
54884,3
1175,3
54802,3
64848,3
23247,3
7504,3
55841,3
9734,3
51491,3
50484,3
92017,3
10659,3
23196,3
4254,3
8863,3
5982,3
81037,3
3074,3
51528,3
7984,3
9603,3
25875,3
9498,3
84067,3
84321,3
10198,3
5652,3
80143,3
23223,3
57600,3
55850,3
9967,3
51742,3
55733,3
23095,3
23201,3
84957,3
26099,3
8454,3
23118,3
58508,3
23369,3
51663,3
6646,3
2665,3
57458,3
57095,3
23200,3
29927,3
4659,3
9696,3
493,3
64718,3
6894,3
4084,3
6515,3
8531,3
65125,3
55749,3
9410,3
79832,3
30,3
51564,3
11178,3
10787,3
6433,3
10188,3
65056,3
23063,3
81671,3
5424,3
1975,3
28968,3
56848,3
770,3
29924,3
57143,3
841,3
9914,3
50937,3
6873,3
54929,3
9170,3
5476,3
28966,3
1265,3
10347,3
53339,3
22904,3
10362,3
6882,3
9351,3
2773,3
4942,3
5586,3
91526,3
55854,3
51167,3
119391,3
5588,3
83641,3
23216,3
55810,3
5525,3
57609,3
6602,3
9682,3
4802,3
6688,3
30834,3
4287,3
2235,3
4649,3
1316,3
8611,3
4756,3
23471,3
7132,3
782,3
51018,3
7544,3
6093,3
865,3
9759,3
63897,3
55593,3
7030,3
56850,3
23250,3
25885,3
9741,3
23198,3
22933,3
5526,3
54549,3
64710,3
602,3
10060,3
5873,3
5774,3
6710,3
27071,3
10640,3
5423,3
55062,3
10947,3
1258,3
26986,3
8891,3
998,3
26031,3
9448,3
11320,3
9948,3
79658,3
54556,3
6400,3
6929,3
28951,3
26528,3
6596,3
79901,3
5566,3
87,3
22905,3
26469,3
6720,3
7321,3
8243,3
2011,3
55743,3
2213,3
6793,3
51009,3
54847,3
54820,3
10335,3
56666,3
5151,3
54475,3
6389,3
5927,3
10129,3
8301,3
23332,3
54825,3
7251,3
489,3
59277,3
9891,3
55205,3
51495,3
6717,3
23151,3
9605,3
4140,3
2355,3
60,3
7879,3
25996,3
4292,3
7374,3
27252,3
88455,3
32,3
55824,3
55796,3
57662,3
5909,3
9138,3
6813,3
5609,3
56889,3
4660,3
54431,3
3566,3
56915,3
54518,3
51548,3
832,3
7107,3
7319,3
8530,3
369,3
56922,3
55331,3
55728,3
8871,3
5527,3
2782,3
83737,3
54472,3
51619,3
9984,3
8569,3
7145,3
23152,3
2222,3
1785,3
2037,3
8417,3
131544,3
23011,3
10847,3
9933,3
5663,3
56650,3
3320,3
22839,3
22997,3
28962,3
57092,3
55218,3
4208,3
5788,3
9262,3
22869,3
65985,3
51668,3
3595,3
6604,3
55100,3
2533,3
55437,3
4200,3
25929,3
2932,3
7514,3
11342,3
79728,3
7994,3
9706,3
3842,3
81550,3
5019,3
1540,3
79891,3
55659,3
55663,3
6193,3
91746,3
10269,3
56910,3
5978,3
3034,3
54434,3
334,3
57613,3
8668,3
8648,3
10890,3
22924,3
3732,3
63035,3
546,3
2219,3
57531,3
4216,3
29992,3
2060,3
55054,3
55624,3
8438,3
23139,3
2683,3
27292,3
27102,3
10959,3
7462,3
23645,3
56970,3
9489,3
54947,3
2775,3
55239,3
6452,3
118,3
2778,3
4849,3
8886,3
8570,3
55741,3
22974,3
23348,3
55608,3
1795,3
8455,3
54498,3
2280,3
79175,3
57593,3
9762,3
22803,3
55857,3
8655,3
27131,3
10741,3
9962,3
5829,3
22895,3
55614,3
51605,3
57655,3
113540,3
51291,3
55285,3
23186,3
6548,3
10914,3
10296,3
29888,3
11213,3
10081,3
51324,3
8761,3
57192,3
114882,3
58484,3
23335,3
368,3
54918,3
3655,3
51776,3
2271,3
55573,3
54890,3
22861,3
51530,3
4345,3
54930,3
23428,3
55072,3
55632,3
3183,3
57096,3
9878,3
7051,3
79968,3
825,3
8773,3
4637,3
26523,3
117584,3
201294,3
10762,3
139596,3
23468,3
4436,3
4214,3
29911,3
372,3
5742,3
10044,3
55357,3
55280,3
29760,3
51322,3
27154,3
7738,3
3717,3
25,3
51100,3
5125,3
6319,3
3983,3
8829,3
55506,3
23031,3
4650,3
54620,3
112755,3
1153,3
4507,3
283638,3
5434,3
4616,3
2872,3
421,3
5902,3
1399,3
8216,3
23786,3
10291,3
29799,3
6634,3
5594,3
9647,3
157,3
3956,3
9463,3
79019,3
10521,3
56993,3
51493,3
9929,3
9567,3
9701,3
1727,3
10126,3
25807,3
11252,3
25809,3
4744,3
27349,3
84164,3
4627,3
23112,3
23313,3
1439,3
7380,3
79734,3
6767,3
9978,3
2033,3
171568,3
64781,3
23209,3
5427,3
6655,3
51199,3
5836,3
64841,3
10175,3
10668,3
51382,3
5283,3
26520,3
2954,3
79890,3
8846,3
22938,3
51635,3
5494,3
51676,3
2079,3
3091,3
9766,3
6430,3
1983,3
51527,3
55671,3
7528,3
22985,3
9321,3
8106,3
394,3
5687,3
5360,3
4318,3
55969,3
6789,3
80331,3
51012,3
54994,3
140862,3
11237,3
10139,3
79133,3
57761,3
9770,3
1457,3
8760,3
9751,3
10326,3
10398,3
9777,3
23509,3
25939,3
9371,3
22919,3
182,3
6640,3
11264,3
26051,3
128869,3
9658,3
9218,3
23347,3
79959,3
23253,3
5932,3
8780,3
340547,3
115201,3
6907,3
5422,3
51311,3
6839,3
331,3
10735,3
778,3
5355,3
5973,3
2000,3
2332,3
11040,3
27344,3
84061,3
6611,3
8411,3
6102,3
7076,3
5303,3
64840,3
5935,3
11279,3
2717,3
56271,3
80183,3
54602,3
81602,3
5611,3
55578,3
10240,3
3839,3
84056,3
26512,3
23295,3
23361,3
3299,3
10204,3
9688,3
9683,3
1723,3
50855,3
55565,3
79650,3
79918,3
55238,3
3038,3
54985,3
23417,3
83693,3
23406,3
9100,3
83716,3
4363,3
64788,3
65990,3
8140,3
79006,3
79791,3
7329,3
4210,3
29904,3
2935,3
7727,3
55313,3
5934,3
4150,3
10423,3
366,3
114294,3
1445,3
2184,3
57214,3
64397,3
7082,3
55192,3
8669,3
26258,3
50804,3
51201,3
55290,3
23087,3
55284,3
3551,3
5862,3
3646,3
9694,3
10397,3
54108,3
63898,3
23484,3
203069,3
2936,3
157697,3
427,3
665,3
4924,3
3191,3
4793,3
10382,3
1209,3
64130,3
55111,3
951,3
79735,3
259307,3
81857,3
11024,3
729440,3
22870,3
8725,3
55702,3
1155,3
25999,3
6510,3
27134,3
58509,3
11100,3
27113,3
7040,3
22898,3
973,3
2109,3
945,3
7297,3
1954,3
10945,3
22900,3
8605,3
9545,3
828,3
64748,3
587,3
54531,3
5518,3
2639,3
10990,3
79165,3
3718,3
51477,3
8178,3
7392,3
79036,3
80714,3
2077,3
2931,3
23080,3
10135,3
5294,3
5445,3
6671,3
136319,3
11033,3
10049,3
3955,3
79974,3
8887,3
6804,3
10392,3
260294,3
835,3
26024,3
7586,3
4521,3
7965,3
64598,3
55131,3
3614,3
24146,3
2146,3
57037,3
196,3
54927,3
55744,3
64940,3
51422,3
7458,3
3984,3
158471,3
1955,3
7046,3
7091,3
81704,3
8939,3
56654,3
20,3
54926,3
7763,3
9124,3
3257,3
23268,3
11101,3
219699,3
10367,3
56652,3
84445,3
6468,3
57584,3
22852,3
23185,3
9644,3
54906,3
9126,3
8036,3
